Age,WorkClass,fnlwgt,Education,Education-Num,Marital-Status,Occupation,Relationship,Race,Sex,Capital-Gain,Capital-Loss,Hours-per-week,Native-Country,class
very-low, Private,low, HS-grad,medium, Never-married, Farming-fishing, Not-in-family, White, Male,very-low,very-low,low, Cuba, <=50K.
very-low, Private,medium, 12th,medium, Married-civ-spouse, Other-service, Husband, Black, Male,low,very-low,low, United-States, <=50K.
low, Self-emp-inc,very-low, Assoc-acdm,high, Married-civ-spouse, Farming-fishing, Husband, White, Male,very-low,medium,medium, United-States, >50K.
very-low, Private,low, Some-college,medium, Never-married, Other-service, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Local-gov,medium, Bachelors,very-high, Married-civ-spouse, Exec-managerial, Husband, Black, Male,low,very-low,high, United-States, >50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
very-low, Private,low, 9th,low, Never-married, Other-service, Other-relative, White, Male,very-low,very-low,low, United-States, <=50K.
low, Federal-gov,low, HS-grad,medium, Married-civ-spouse, Tech-support, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-low, Private,medium, Bachelors,very-high, Never-married, Exec-managerial, Own-child, White, Male,very-low,very-low,medium, United-States, <=50K.
very-high, Self-emp-not-inc,medium, Bachelors,very-high, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, Germany, <=50K.
low, Federal-gov,medium, Some-college,medium, Divorced, Adm-clerical, Unmarried, White, Male,very-low,very-low,low, Mexico, <=50K.
low, Private,low, 10th,low, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Self-emp-inc,medium, Some-college,medium, Married-civ-spouse, Farming-fishing, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
very-low, Private,very-low, HS-grad,medium, Never-married, Prof-specialty, Not-in-family, White, Male,very-low,very-low,low, England, <=50K.
low, Private,high, Some-college,medium, Divorced, Adm-clerical, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, 11th,low, Never-married, Other-service, Own-child, Other, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, Bachelors,very-high, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
medium, State-gov,very-low, Masters,very-high, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
high, Private,low, HS-grad,medium, Never-married, Adm-clerical, Own-child, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Handlers-cleaners, Wife, Black, Female,very-low,low,low, United-States, <=50K.
very-low, Private,low, HS-grad,medium, Never-married, Handlers-cleaners, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,high, HS-grad,medium, Never-married, Adm-clerical, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,very-low, Assoc-acdm,high, Never-married, Tech-support, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,high, Bachelors,very-high, Never-married, Adm-clerical, Not-in-family, Black, Female,very-low,very-low,low, United-States, <=50K.
medium, Private,very-low, Assoc-acdm,high, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
medium, Local-gov,low, HS-grad,medium, Separated, Adm-clerical, Unmarried, White, Female,very-low,very-low,low, Puerto-Rico, <=50K.
low, Private,medium, HS-grad,medium, Divorced, Adm-clerical, Unmarried, Black, Female,very-low,very-low,low, United-States, <=50K.
high, Self-emp-not-inc,very-low, 9th,low, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,high, United-States, <=50K.
low, Private,medium, HS-grad,medium, Never-married, Craft-repair, Unmarried, White, Male,very-low,very-low,low, Mexico, <=50K.
very-low, Local-gov,high, Bachelors,very-high, Married-civ-spouse, Prof-specialty, Husband, Black, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,medium, Some-college,medium, Never-married, Machine-op-inspct, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, HS-grad,medium, Divorced, Other-service, Own-child, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, 10th,low, Never-married, Prof-specialty, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, 11th,low, Never-married, Other-service, Own-child, White, Male,very-low,very-low,very-low, United-States, <=50K.
medium, Self-emp-not-inc,low, HS-grad,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,low, United-States, >50K.
low, Private,low, Bachelors,very-high, Never-married, Prof-specialty, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, Bachelors,very-high, Never-married, Tech-support, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Self-emp-not-inc,low, Some-college,medium, Never-married, Prof-specialty, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
very-high, Private,high, Some-college,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,very-low, United-States, >50K.
high, Self-emp-not-inc,medium, HS-grad,medium, Married-civ-spouse, Farming-fishing, Husband, White, Male,very-low,very-low,very-high, United-States, <=50K.
very-low, Private,very-low, Some-college,medium, Never-married, Prof-specialty, Not-in-family, White, Female,very-low,very-low,high, United-States, <=50K.
very-low, Private,medium, HS-grad,medium, Never-married, Other-service, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
high, Local-gov,low, Some-college,medium, Married-civ-spouse, Protective-serv, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,medium, Bachelors,very-high, Never-married, Other-service, Not-in-family, Black, Female,very-low,very-low,medium, United-States, >50K.
low, Private,medium, 11th,low, Divorced, Transport-moving, Own-child, Black, Male,very-low,very-low,medium, United-States, <=50K.
low, Private,high, HS-grad,medium, Never-married, Adm-clerical, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Adm-clerical, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
medium, Private,low, Some-college,medium, Divorced, Prof-specialty, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, HS-grad,medium, Never-married, Sales, Other-relative, White, Female,very-low,very-low,very-low, Mexico, <=50K.
low, Private,high, Bachelors,very-high, Never-married, Tech-support, Not-in-family, White, Female,medium,very-low,low, United-States, >50K.
low, Private,medium, Some-college,medium, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,high, United-States, <=50K.
low, Private,low, Bachelors,very-high, Never-married, Exec-managerial, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, HS-grad,medium, Never-married, Handlers-cleaners, Other-relative, White, Male,very-low,very-low,medium, United-States, <=50K.
high, Private,low, HS-grad,medium, Divorced, Other-service, Other-relative, White, Female,very-low,very-low,low, Scotland, <=50K.
very-low, Private,low, HS-grad,medium, Never-married, Transport-moving, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Self-emp-not-inc,low, Some-college,medium, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,high, United-States, <=50K.
medium, Private,medium, Some-college,medium, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,very-low,very-low,medium, United-States, >50K.
very-high, Private,very-low, 10th,low, Divorced, Other-service, Not-in-family, Black, Male,very-low,very-low,high, United-States, <=50K.
low, State-gov,low, Bachelors,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-low, Private,low, HS-grad,medium, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,very-low,very-low,medium, Puerto-Rico, <=50K.
medium, Private,very-low, 7th-8th,very-low, Married-civ-spouse, Priv-house-serv, Wife, Black, Female,very-low,very-low,very-low, United-States, <=50K.
medium, Local-gov,high, Masters,very-high, Divorced, Prof-specialty, Not-in-family, White, Female,very-low,very-low,high, United-States, <=50K.
medium, Private,low, HS-grad,medium, Never-married, Adm-clerical, Other-relative, White, Female,very-low,very-low,low, United-States, <=50K.
high, Local-gov,low, Masters,very-high, Married-civ-spouse, Prof-specialty, Husband, Black, Male,low,very-low,medium, United-States, >50K.
very-high, Self-emp-not-inc,high, Bachelors,very-high, Widowed, Prof-specialty, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Local-gov,medium, Masters,very-high, Never-married, Prof-specialty, Not-in-family, White, Male,very-low,very-low,medium, United-States, <=50K.
medium, Local-gov,medium, Prof-school,very-high, Separated, Prof-specialty, Not-in-family, Black, Male,low,very-low,low, United-States, <=50K.
low, Private,low, Some-college,medium, Divorced, Other-service, Unmarried, White, Female,very-low,very-low,medium, United-States, <=50K.
low, Local-gov,very-low, Bachelors,very-high, Married-civ-spouse, Protective-serv, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
very-low, Private,low, 11th,low, Never-married, Prof-specialty, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, 10th,low, Divorced, Other-service, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, HS-grad,medium, Never-married, Machine-op-inspct, Unmarried, Black, Female,very-low,very-low,low, United-States, <=50K.
high, Private,very-low, HS-grad,medium, Married-civ-spouse, Farming-fishing, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-low, Private,very-low, HS-grad,medium, Married-civ-spouse, Farming-fishing, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, 11th,low, Divorced, Sales, Other-relative, White, Female,very-low,very-low,very-low, United-States, <=50K.
low, Private,very-low, HS-grad,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
low, Private,very-low, HS-grad,medium, Married-civ-spouse, Adm-clerical, Wife, White, Female,very-low,very-low,low, United-States, <=50K.
high, State-gov,low, Some-college,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,medium,low, United-States, >50K.
low, Private,medium, 11th,low, Divorced, Transport-moving, Unmarried, White, Male,very-low,very-low,medium, United-States, <=50K.
medium, Private,low, HS-grad,medium, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,high, United-States, >50K.
low, Private,very-low, HS-grad,medium, Never-married, Farming-fishing, Own-child, White, Male,very-low,very-low,high, United-States, <=50K.
very-low, Private,very-low, HS-grad,medium, Married-civ-spouse, Adm-clerical, Wife, White, Female,very-low,very-low,very-low, United-States, <=50K.
high, Private,low, Some-college,medium, Widowed, Prof-specialty, Unmarried, Black, Female,very-low,very-low,medium, United-States, <=50K.
high, Federal-gov,medium, HS-grad,medium, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,medium, HS-grad,medium, Never-married, Adm-clerical, Not-in-family, White, Male,very-low,very-low,high, United-States, <=50K.
medium, Private,high, 7th-8th,very-low, Divorced, Other-service, Unmarried, Black, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, 11th,low, Married-civ-spouse, Prof-specialty, Wife, White, Female,very-low,very-low,very-low, United-States, <=50K.
low, Private,very-low, Doctorate,very-high, Never-married, Exec-managerial, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
medium, Private,medium, Some-college,medium, Divorced, Exec-managerial, Not-in-family, White, Male,very-low,very-low,medium, United-States, <=50K.
medium, Private,very-low, HS-grad,medium, Divorced, Other-service, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, Some-college,medium, Never-married, Exec-managerial, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Local-gov,low, Masters,very-high, Never-married, Prof-specialty, Not-in-family, White, Female,very-low,very-low,medium, United-States, >50K.
very-high, Private,very-low, 7th-8th,very-low, Married-civ-spouse, Other-service, Husband, White, Male,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,very-low, Assoc-voc,high, Never-married, Prof-specialty, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, HS-grad,medium, Never-married, Farming-fishing, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,very-low, HS-grad,medium, Never-married, Other-service, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
high, Private,very-low, 9th,low, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,very-low, United-States, <=50K.
very-high, Self-emp-not-inc,very-low, Some-college,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,high,low, United-States, <=50K.
very-low, Private,medium, Some-college,medium, Never-married, Prof-specialty, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
high, Self-emp-not-inc,low, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,high, HS-grad,medium, Never-married, Machine-op-inspct, Other-relative, White, Male,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,high, HS-grad,medium, Never-married, Sales, Other-relative, Black, Female,very-low,very-low,very-low, United-States, <=50K.
low, Self-emp-inc,very-low, Some-college,medium, Divorced, Exec-managerial, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
low, Self-emp-not-inc,very-low, Bachelors,very-high, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,very-low,very-low,very-low, South, <=50K.
very-low, Private,very-low, Bachelors,very-high, Never-married, Other-service, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
high, Private,very-low, HS-grad,medium, Divorced, Machine-op-inspct, Unmarried, White, Male,very-low,medium,low, United-States, <=50K.
very-low, Private,medium, HS-grad,medium, Married-civ-spouse, Adm-clerical, Husband, Black, Male,low,very-low,low, United-States, <=50K.
very-low, Private,very-low, Bachelors,very-high, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
high, Private,medium, Some-college,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
low, Private,medium, Assoc-voc,high, Widowed, Machine-op-inspct, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,high, Masters,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,medium,high, United-States, >50K.
low, Private,very-low, 12th,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,high, 1st-4th,very-low, Married-spouse-absent, Farming-fishing, Unmarried, White, Male,very-low,very-low,low, Mexico, <=50K.
low, Private,low, HS-grad,medium, Never-married, Sales, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
medium, Private,medium, HS-grad,medium, Never-married, Handlers-cleaners, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,low, Some-college,medium, Never-married, Sales, Own-child, White, Female,very-low,very-low,low, United-States, <=50K.
very-high, Self-emp-inc,low, Prof-school,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,medium,very-low,medium, United-States, >50K.
very-high, Private,very-low, Some-college,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,very-low, Prof-school,very-high, Married-civ-spouse, Other-service, Wife, White, Female,very-low,very-low,high, United-States, >50K.
high, Private,high, Some-college,medium, Married-civ-spouse, Adm-clerical, Husband, White, Male,very-low,very-low,low, United-States, >50K.
medium, Private,low, HS-grad,medium, Married-civ-spouse, Tech-support, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,very-low, Some-college,medium, Divorced, Sales, Not-in-family, White, Female,very-low,very-low,very-low, United-States, <=50K.
low, Self-emp-inc,high, Assoc-voc,high, Divorced, Exec-managerial, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
high, Private,very-low, 7th-8th,very-low, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,high, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, Black, Male,very-low,very-low,low, United-States, <=50K.
low, Private,very-low, Bachelors,very-high, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,very-low,very-low,high, China, >50K.
medium, Private,low, Some-college,medium, Married-civ-spouse, Prof-specialty, Husband, Black, Male,very-low,very-low,high, United-States, >50K.
low, Private,very-low, HS-grad,medium, Divorced, Sales, Unmarried, White, Male,very-low,very-low,very-high, United-States, <=50K.
very-low, Private,high, HS-grad,medium, Married-civ-spouse, Adm-clerical, Wife, White, Female,very-low,very-low,low, United-States, <=50K.
high, Private,low, Some-college,medium, Never-married, Adm-clerical, Unmarried, White, Female,very-low,very-low,low, Scotland, <=50K.
low, Private,medium, Some-college,medium, Never-married, Tech-support, Unmarried, Black, Female,very-low,very-low,low, United-States, <=50K.
medium, Self-emp-not-inc,very-low, Bachelors,very-high, Divorced, Prof-specialty, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, HS-grad,medium, Never-married, Other-service, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, Assoc-acdm,high, Never-married, Prof-specialty, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
low, Private,very-low, 11th,low, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,medium, Mexico, <=50K.
low, Private,low, Bachelors,very-high, Never-married, Adm-clerical, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,medium, Bachelors,very-high, Never-married, Machine-op-inspct, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,low, HS-grad,medium, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,very-low,very-low,low, Italy, <=50K.
very-low, Private,high, Some-college,medium, Never-married, Exec-managerial, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
low, Private,very-low, HS-grad,medium, Never-married, Other-service, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Self-emp-not-inc,low, Some-college,medium, Divorced, Other-service, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
high, Private,very-low, Some-college,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
low, Private,low, Bachelors,very-high, Married-civ-spouse, Sales, Husband, White, Male,low,very-low,medium, United-States, >50K.
low, Private,low, Assoc-acdm,high, Never-married, Adm-clerical, Not-in-family, White, Male,very-low,very-low,very-low, United-States, <=50K.
medium, Private,very-low, HS-grad,medium, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, Some-college,medium, Never-married, Other-service, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,high, 10th,low, Never-married, Prof-specialty, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
very-high, Private,low, Bachelors,very-high, Widowed, Prof-specialty, Unmarried, White, Female,very-low,very-low,very-low, United-States, <=50K.
low, Private,very-low, Masters,very-high, Married-civ-spouse, Sales, Husband, White, Male,very-low,medium,medium, United-States, >50K.
very-low, Private,low, HS-grad,medium, Married-spouse-absent, Prof-specialty, Own-child, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, Some-college,medium, Never-married, Transport-moving, Own-child, White, Male,very-low,very-low,very-low, United-States, <=50K.
low, Private,low, HS-grad,medium, Never-married, Transport-moving, Not-in-family, White, Male,very-low,very-low,high, United-States, <=50K.
very-high, Self-emp-not-inc,low, Assoc-acdm,high, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-low, Private,low, Some-college,medium, Divorced, Craft-repair, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,low, HS-grad,medium, Married-civ-spouse, Prof-specialty, Wife, White, Female,very-low,very-low,very-low, United-States, >50K.
low, Private,very-low, HS-grad,medium, Never-married, Handlers-cleaners, Own-child, White, Male,very-low,very-low,medium, United-States, <=50K.
very-low, Private,medium, Some-college,medium, Never-married, Adm-clerical, Not-in-family, White, Female,very-low,very-low,high, Germany, <=50K.
low, Private,very-low, 11th,low, Married-civ-spouse, Farming-fishing, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
medium, Private,very-low, Masters,very-high, Divorced, Prof-specialty, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
very-high, Private,very-low, HS-grad,medium, Widowed, Sales, Not-in-family, White, Female,very-low,very-low,very-low, United-States, <=50K.
low, Private,low, Masters,very-high, Married-civ-spouse, Prof-specialty, Wife, White, Female,low,very-low,low, United-States, >50K.
low, Private,medium, HS-grad,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
high, Self-emp-not-inc,low, Bachelors,very-high, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,low, Hungary, >50K.
low, Federal-gov,high, HS-grad,medium, Married-civ-spouse, Adm-clerical, Wife, White, Female,very-low,very-low,low, United-States, >50K.
very-low, Private,very-low, Some-college,medium, Never-married, Adm-clerical, Own-child, White, Female,very-low,medium,very-low, United-States, <=50K.
high, Private,medium, 12th,medium, Married-civ-spouse, Transport-moving, Husband, White, Male,low,very-low,medium, United-States, <=50K.
high, Self-emp-inc,low, Prof-school,very-high, Divorced, Prof-specialty, Not-in-family, White, Male,medium,very-low,low, United-States, >50K.
low, Private,low, Bachelors,very-high, Divorced, Adm-clerical, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, Bachelors,very-high, Never-married, Adm-clerical, Own-child, Black, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, Bachelors,very-high, Never-married, Adm-clerical, Not-in-family, White, Male,very-low,high,low, United-States, <=50K.
high, Self-emp-not-inc,medium, Some-college,medium, Married-civ-spouse, Other-service, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-high, Private,high, Some-college,medium, Never-married, Adm-clerical, Own-child, White, Female,very-low,medium,very-low, United-States, <=50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Transport-moving, Wife, White, Female,very-low,medium,very-low, United-States, >50K.
very-low, Private,very-low, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,low, 9th,low, Divorced, Transport-moving, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Federal-gov,very-high, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, Black, Male,very-low,very-low,low, United-States, >50K.
low, Private,medium, HS-grad,medium, Separated, Other-service, Unmarried, White, Female,very-low,very-low,very-low, United-States, <=50K.
low, Private,low, Some-college,medium, Never-married, Sales, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
high, Local-gov,low, Masters,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
low, Private,low, Some-college,medium, Divorced, Exec-managerial, Not-in-family, White, Female,very-low,very-low,medium, United-States, <=50K.
very-high, Private,very-low, Bachelors,very-high, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,very-low, United-States, <=50K.
low, Private,very-low, Some-college,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
very-low, Self-emp-inc,high, Some-college,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,high, United-States, >50K.
medium, Self-emp-not-inc,high, Bachelors,very-high, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,high, United-States, >50K.
very-low, Private,medium, 10th,low, Never-married, Sales, Not-in-family, White, Female,very-low,very-low,low, Mexico, <=50K.
medium, Private,very-low, Bachelors,very-high, Married-civ-spouse, Other-service, Husband, White, Male,very-low,very-low,low, United-States, >50K.
high, Private,low, Some-college,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, >50K.
medium, Private,low, Some-college,medium, Married-civ-spouse, Sales, Husband, White, Male,low,very-low,low, United-States, >50K.
very-low, Private,low, HS-grad,medium, Married-civ-spouse, Other-service, Wife, White, Female,very-low,medium,low, United-States, >50K.
high, Private,low, 12th,medium, Never-married, Craft-repair, Unmarried, White, Male,very-low,very-low,low, United-States, <=50K.
low, Self-emp-not-inc,very-low, Bachelors,very-high, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Local-gov,low, HS-grad,medium, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,low, Puerto-Rico, >50K.
high, Self-emp-not-inc,low, 1st-4th,very-low, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, Mexico, <=50K.
very-low, Private,low, Assoc-voc,high, Never-married, Tech-support, Own-child, White, Male,very-low,very-low,medium, United-States, <=50K.
very-high, Private,low, Bachelors,very-high, Married-civ-spouse, Prof-specialty, Husband, Black, Male,low,very-low,medium, United-States, >50K.
low, Local-gov,very-low, HS-grad,medium, Married-civ-spouse, Protective-serv, Husband, White, Male,very-low,very-low,high, United-States, <=50K.
low, Private,medium, 7th-8th,very-low, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,very-low,very-low,low, El-Salvador, <=50K.
very-high, Self-emp-not-inc,medium, Masters,very-high, Divorced, Sales, Not-in-family, Other, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, 11th,low, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,medium, Some-college,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,high, United-States, >50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
high, Self-emp-not-inc,high, 1st-4th,very-low, Married-civ-spouse, Other-service, Husband, White, Male,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,very-low, HS-grad,medium, Married-civ-spouse, Other-service, Husband, White, Male,very-low,very-low,low, El-Salvador, <=50K.
low, Private,very-low, 11th,low, Never-married, Machine-op-inspct, Not-in-family, Black, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, Some-college,medium, Never-married, Adm-clerical, Unmarried, White, Female,very-low,very-low,medium, United-States, <=50K.
very-low, Private,medium, 10th,low, Never-married, Handlers-cleaners, Unmarried, White, Male,very-low,very-low,low, Mexico, <=50K.
high, Private,high, Some-college,medium, Divorced, Sales, Not-in-family, White, Male,very-low,very-low,high, United-States, >50K.
very-low, Private,low, Bachelors,very-high, Never-married, Prof-specialty, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, HS-grad,medium, Never-married, Machine-op-inspct, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, Assoc-voc,high, Married-civ-spouse, Tech-support, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,very-low, Some-college,medium, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,low, United-States, >50K.
low, Self-emp-inc,low, Some-college,medium, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,very-high, United-States, >50K.
medium, Private,low, Doctorate,very-high, Never-married, Exec-managerial, Not-in-family, White, Male,medium,very-low,medium, United-States, >50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,medium, Some-college,medium, Divorced, Craft-repair, Unmarried, Black, Male,very-low,very-low,very-low, United-States, <=50K.
medium, Local-gov,low, HS-grad,medium, Married-civ-spouse, Protective-serv, Husband, White, Male,low,very-low,medium, United-States, <=50K.
high, Private,very-low, HS-grad,medium, Married-civ-spouse, Protective-serv, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-high, Private,very-low, Prof-school,very-high, Widowed, Prof-specialty, Unmarried, White, Male,very-low,very-low,high, United-States, >50K.
